tweet_id,name,doggo,floofer,pupper,puppo
877556246731214848,Penny,False,False,False,False
877316821321428993,Dante,False,False,False,False
877201837425926144,Nelly,False,False,False,False
876838120628539392,Ginger,False,False,True,False
876484053909872640,Benedict,False,False,False,False
876120275196170240,Venti,False,False,False,False
875747767867523072,Goose,False,False,False,False
875144289856114688,Nugget,False,False,False,False
874680097055178752,Cash,False,False,False,False
874434818259525634,Coco,False,False,False,False
874296783580663808,Jed,False,False,True,False
874012996292530176,Sebastian,False,False,False,True
873697596434513921,Walter,False,False,False,False
873337748698140672,Sierra,False,False,True,False
873213775632977920,Sierra,False,False,True,False
872967104147763200,,True,False,False,False
872620804844003328,Monkey,False,False,False,False
872261713294495745,Harry,False,False,False,False
872122724285648897,Kody,False,False,False,False
871879754684805121,Lassie,False,False,False,False
871762521631449091,Rover,False,False,True,False
871515927908634625,Napolean,True,False,False,False
871166179821445120,Dawn,False,False,False,False
871102520638267392,,True,False,False,False
871032628920680449,Boomer,False,False,False,False
870656317836468226,Cody,False,False,False,False
870374049280663552,Zoey,False,False,False,False
870308999962521604,Rumble,False,False,False,False
870063196459192321,Clifford,False,False,False,False
869772420881756160,Dewey,False,False,False,False
869702957897576449,Stanley,False,False,False,False
869596645499047938,Scout,True,False,False,False
869227993411051520,Gizmo,False,False,False,False
868880397819494401,Walter,False,False,False,False
868639477480148993,Cooper,False,False,False,False
868552278524837888,Cooper,False,False,False,False
867774946302451713,Harold,False,False,False,False
867421006826221569,Shikha,False,False,False,True
866816280283807744,Jamesy,False,False,True,False
866686824827068416,Lili,False,False,False,False
866450705531457537,Jamesy,False,False,True,False
866334964761202691,Coco,False,False,False,False
866094527597207552,,False,False,True,False
865718153858494464,Boomer,False,False,False,False
865359393868664832,Sammy,False,False,False,False
865006731092295680,Nelly,False,False,False,False
864279568663928832,Meatball,False,False,False,False
864197398364647424,Paisley,False,False,False,False
863907417377173506,Albus,False,False,False,False
863553081350529029,Neptune,False,False,False,False
863471782782697472,Quinn,False,False,False,False
863432100342583297,Belle,False,False,False,False
863062471531167744,Quinn,False,False,False,False
862831371563274240,Zooey,False,False,False,False
862722525377298433,Dave,False,False,False,False
862457590147678208,Jersey,False,False,False,False
861383897657036800,Hobbes,False,False,False,False
861005113778896900,Burt,False,False,False,False
860981674716409858,Lorenzo,False,False,False,False
860563773140209665,Lorenzo,False,False,False,False
860524505164394496,Carl,False,False,False,False
860276583193509888,Jordy,False,False,False,False
859924526012018688,Milky,False,False,False,False
859851578198683649,Trooper,False,False,False,False
859607811541651456,,False,False,False,True
858860390427611136,Winston,False,False,False,False
858843525470990336,,True,False,False,False
858471635011153920,Sophie,False,False,False,False
858107933456039936,Wyatt,False,False,False,False
857989990357356544,Rosie,False,False,False,False
857746408056729600,Thor,False,False,False,False
857263160327368704,Oscar,False,False,False,False
857029823797047296,Zeke,False,False,False,False
856602993587888130,Luna,False,False,False,False
856543823941562368,Callie,False,False,False,False
856282028240666624,Cermet,False,False,False,False
855851453814013952,,False,False,False,True
855245323840757760,George,False,False,False,False
854732716440526848,Marlee,False,False,False,False
854482394044301312,Arya,False,False,False,False
854365224396361728,Einstein,False,False,False,False
854120357044912130,,False,False,True,False
854010172552949760,,False,True,False,False
853760880890318849,Alice,False,False,False,False
853299958564483072,Rumpole,False,False,False,False
852912242202992640,Benny,False,False,False,False
852672615818899456,Aspen,False,False,False,False
852553447878664193,Jarod,False,False,False,False
852311364735569921,Wiggles,False,False,False,False
852226086759018497,General,False,False,False,False
852189679701164033,Sailor,False,False,False,False
851953902622658560,Astrid,True,False,False,False
851464819735769094,Iggy,False,False,False,False
851224888060895234,Snoop,False,False,False,False
850753642995093505,Kyle,False,False,False,False
850380195714523136,Leo,False,False,False,False
850145622816686080,Riley,False,False,False,False
850019790995546112,Boomer,False,False,True,False
849668094696017920,Gidget,False,False,True,False
849412302885593088,Noosh,False,False,False,False
849051919805034497,Kevin,False,False,False,False
848324959059550208,Odin,False,False,False,False
848212111729840128,Jerry,False,False,False,False
847978865427394560,Charlie,False,False,False,False
847962785489326080,Georgie,False,False,False,False
847842811428974592,Rontu,False,False,False,False
847606175596138505,Cannon,False,False,False,False
847251039262605312,Furzey,False,False,False,False
847157206088847362,Daisy,False,False,False,False
846874817362120707,Tuck,False,False,False,False
846514051647705089,Barney,True,False,False,False
846153765933735936,Vixen,False,False,False,False
846042936437604353,Jarvis,False,False,False,False
845397057150107648,Mimosa,True,False,False,False
845306882940190720,Pickles,False,False,True,False
845098359547420673,Bungalo,False,False,False,False
844973813909606400,Brady,False,False,False,False
844704788403113984,Luna,False,False,False,False
844580511645339650,Charlie,False,False,False,False
844223788422217728,Margo,False,False,False,False
843856843873095681,Sadie,False,False,False,False
843604394117681152,Hank,False,False,False,False
843235543001513987,Tycho,False,False,False,False
842892208864923648,Stephan,False,False,False,False
842846295480000512,Charlie,False,False,False,False
842765311967449089,Indie,False,False,False,False
842535590457499648,Winnie,False,False,False,False
842163532590374912,George,False,False,False,False
842115215311396866,Bentley,False,False,False,False
841833993020538882,Ken,False,False,False,False
841680585030541313,Penny,False,False,False,False
841314665196081154,Max,False,False,False,False
841077006473256960,Dawn,False,False,False,False
840761248237133825,Maddie,False,False,False,False
840728873075638272,Pipsy,False,False,False,False
840632337062862849,Maddie,False,False,False,False
840268004936019968,Monty,False,False,False,False
839990271299457024,Sojourner,False,False,False,False
839549326359670784,Winston,False,False,False,False
839290600511926273,,False,False,True,False
839239871831150596,Odie,False,False,False,False
838921590096166913,Arlo,False,False,False,False
838831947270979586,Riley,False,False,False,False
838561493054533637,Walter,False,False,False,False
838476387338051585,Stanley,False,False,False,False
838201503651401729,Sunny,False,False,False,False
838083903487373313,Daisy,False,False,False,False
837820167694528512,,False,False,True,False
837482249356513284,Waffles,False,False,False,False
837471256429613056,Vincent,False,False,False,False
837366284874571778,Lucy,False,False,False,False
837110210464448512,Clark,False,False,True,False
836989968035819520,Mookie,False,False,False,False
836753516572119041,Meera,True,False,False,False
836677758902222849,Oliver,False,False,False,False
836397794269200385,Buddy,False,False,False,False
836380477523124226,Ava,False,False,True,False
836260088725786625,Lucy,False,False,False,False
835685285446955009,Rory,False,False,False,False
835574547218894849,Eli,False,False,False,False
835536468978302976,Lola,False,False,False,False
835297930240217089,Ash,False,False,False,False
835264098648616962,Lola,False,False,False,False
834931633769889797,Tucker,False,False,False,False
834786237630337024,Tobi,False,False,False,False
834574053763584002,,True,False,False,False
834477809192075265,Leo,False,False,False,False
834458053273591808,Chester,False,False,False,False
834209720923721728,Wilson,False,False,False,False
834167344700198914,Sunshine,False,False,False,False
834089966724603904,,True,False,False,False
834086379323871233,Lipton,False,False,False,False
833863086058651648,Bentley,False,False,False,False
833826103416520705,Charlie,False,False,False,False
833732339549220864,Gabby,False,False,False,False
833722901757046785,Bronte,False,False,False,False
833479644947025920,Poppy,False,False,False,False
833124694597443584,Gidget,False,False,True,False
832998151111966721,Rhino,True,False,False,False
832757312314028032,Willow,False,False,False,False
832636094638288896,Orion,False,False,False,False
832397543355072512,Eevee,False,False,False,False
832369877331693569,Charlie,False,False,False,False
832273440279240704,Smiley,True,False,False,False
832215909146226688,Logan,False,False,False,False
832215726631055365,Moreton,False,False,False,False
832040443403784192,Klein,False,False,False,False
832032802820481025,Miguel,True,False,False,False
831939777352105988,Emanuel,True,False,False,False
831911600680497154,Kuyu,False,False,False,False
831670449226514432,Daisy,False,False,False,False
831552930092285952,Dutch,False,False,False,False
831322785565769729,Pete,True,False,False,False
831315979191906304,,False,False,True,False
831309418084069378,Scooter,False,False,False,False
831262627380748289,Tucker,False,False,False,False
830956169170665475,Reggie,False,False,False,False
830583320585068544,Lilly,False,False,False,False
830173239259324417,Kyro,False,False,False,False
830097400375152640,Samson,False,False,False,False
829878982036299777,Loki,True,False,False,False
829861396166877184,Mia,False,False,False,False
829501995190984704,Leo,False,False,False,False
829449946868879360,,True,False,False,False
829374341691346946,Astrid,True,False,False,False
829141528400556032,Malcolm,False,False,False,False
829011960981237760,Dexter,False,False,False,False
828801551087042563,Gus,False,False,False,False
828770345708580865,Alfie,False,False,False,False
828708714936930305,Fiona,False,False,False,False
828409743546925057,Mutt,False,False,False,False
828408677031882754,Bear,False,False,False,False
828381636999917570,Doobert,True,False,False,False
828376505180889089,Beebop,False,False,False,False
828372645993398273,Alexander,False,False,False,False
828046555563323392,Sailer,False,False,False,False
828011680017821696,Brutus,False,False,False,False
827933404142436356,Kona,False,False,True,False
827653905312006145,Boots,False,False,False,False
827600520311402496,Tucker,False,False,False,False
827324948884643840,Ralphie,False,False,False,False
827228250799742977,Phil,False,False,False,False
827199976799354881,Charlie,False,False,False,False
826958653328592898,Loki,True,False,False,False
826848821049180160,Cupid,True,False,False,False
826598365270007810,Pawnd,False,False,False,False
826476773533745153,Pilot,True,False,False,False
826204788643753985,,True,False,False,False
826115272272650244,Ike,False,False,False,False
825876512159186944,Mo,False,False,False,False
825829644528148480,Toby,False,False,False,False
825535076884762624,,False,False,False,True
825147591692263424,Sweet,False,False,False,False
825120256414846976,Pablo,False,False,False,True
825026590719483904,Pablo,False,False,False,True
824796380199809024,Bailey,False,False,False,False
824775126675836928,Scooter,False,False,False,False
824663926340194305,Wilson,False,False,False,False
824325613288833024,,False,False,True,False
824297048279236611,Nala,False,False,False,False
823939628516474880,Cash,False,False,False,False
823719002937630720,Balto,False,False,False,False
823699002998870016,Winston,False,False,False,False
823581115634085888,Crawford,False,False,False,False
823322678127919110,Wyatt,False,False,False,False
822975315408461824,Albus,False,False,False,False
822872901745569793,,False,False,False,True
822859134160621569,Hobbes,False,False,False,False
822647212903690241,Paisley,False,False,False,False
822489057087389700,Paisley,False,False,False,False
822462944365645825,Gabe,False,False,True,False
822163064745328640,Mattie,False,False,False,False
821886076407029760,Jimison,False,False,False,False
821813639212650496,Hercules,False,False,False,False
821765923262631936,Duchess,True,False,False,False
821522889702862852,Harlso,False,False,False,False
821421320206483457,Sampson,True,False,False,False
821407182352777218,Sundance,True,False,False,False
821149554670182400,Luca,False,False,False,False
821107785811234820,,True,False,False,False
821044531881721856,Flash,False,False,False,False
820837357901512704,Finn,False,False,False,False
820749716845686786,Sunny,False,False,False,False
820446719150292993,Peaches,False,False,False,False
820013781606658049,Oliver,False,False,False,True
819952236453363712,Oliver,False,False,False,True
819924195358416896,,True,False,False,False
819711362133872643,Howie,False,False,False,False
819588359383371776,Jazzy,False,False,False,False
819347104292290561,Anna,False,False,False,False
819238181065359361,,False,False,True,False
819227688460238848,Finn,False,False,False,False
819015337530290176,Bo,True,False,False,False
819015331746349057,Sunny,True,False,False,False
819006400881917954,Sunny,True,False,False,False
819004803107983360,Bo,True,False,False,False
818646164899774465,Seamus,False,False,False,False
818627210458333184,Wafer,False,False,False,False
818614493328580609,Bear,False,False,False,False
818588835076603904,Chelsea,False,False,True,False
818536468981415936,Tom,False,False,False,False
818307523543449600,Moose,False,False,False,False
818259473185828864,Florence,False,False,False,False
818145370475810820,Autumn,False,False,False,False
817827839487737858,Buddy,False,False,False,False
817777686764523521,Dido,False,False,True,False
817536400337801217,Eugene,False,False,False,False
817502432452313088,Herschel,False,False,True,False
817423860136083457,Ken,False,False,False,False
817415592588222464,Strudel,False,False,False,False
817181837579653120,,False,False,True,False
817171292965273600,Tebow,False,False,False,False
817056546584727552,Chloe,False,False,False,False
816829038950027264,Betty,False,False,False,True
816816676327063552,Timber,False,False,False,False
816697700272001025,Binky,False,False,False,False
816450570814898180,Moose,False,False,False,False
816336735214911488,Dudley,False,False,False,False
816091915477250048,Comet,False,False,False,False
816062466425819140,Jack,False,False,False,False
816014286006976512,Larry,False,False,False,False
815990720817401858,Jack,False,False,False,False
815966073409433600,,False,False,True,False
815745968457060357,Levi,False,False,False,False
815736392542261248,Akumi,False,False,False,False
815639385530101762,Titan,False,False,False,False
814986499976527872,Cooper,False,False,True,False
814638523311648768,Olivia,False,False,False,False
814578408554463233,Beau,False,False,False,False
814530161257443328,Alf,False,False,False,False
814153002265309185,Oshie,False,False,False,False
813944609378369540,Bruce,False,False,False,False
813910438903693312,Chubbs,True,False,False,False
813812741911748608,Gary,False,False,False,False
813800681631023104,Sky,False,False,False,False
813217897535406080,Atlas,False,False,False,False
813202720496779264,,True,False,False,False
813172488309972993,Eleanor,False,False,False,False
813157409116065792,Layla,False,False,False,False
813127251579564032,,True,False,False,False
813112105746448384,Toby,False,False,False,False
813096984823349248,Rocky,True,False,False,False
813081950185472002,Baron,False,False,False,False
813066809284972545,Tyr,False,False,False,False
813051746834595840,Bauer,False,False,False,False
812781120811126785,Swagger,False,False,False,False
812747805718642688,Sammy,False,False,False,False
812709060537683968,Brandi,False,False,False,False
812466873996607488,Mary,False,False,False,False
812372279581671427,Moe,False,False,False,False
811985624773361665,Ted,False,False,False,False
811744202451197953,Halo,False,False,False,False
811627233043480576,Augie,False,False,False,False
811386762094317568,Craig,False,False,True,False
810984652412424192,Sam,False,False,False,False
810896069567610880,Hunter,False,False,False,False
810657578271330305,Pavlov,False,False,False,False
810284430598270976,Phil,False,False,False,False
810254108431155201,Gus,False,False,False,False
809808892968534016,Maximus,False,False,False,False
809220051211603969,Kyro,False,False,False,False
809084759137812480,Wallace,False,False,False,False
808838249661788160,Ito,False,False,False,False
808733504066486276,,False,False,True,False
808501579447930884,Koda,False,False,False,False
808344865868283904,Seamus,False,False,False,False
808134635716833280,Milo,False,False,False,False
808106460588765185,,True,False,True,False
808001312164028416,Cooper,False,False,False,False
807621403335917568,Ollie,False,False,True,False
807106840509214720,Stephan,False,False,False,False
807059379405148160,Cali,False,False,False,False
807010152071229440,Lennon,False,False,False,False
806542213899489280,Waffles,False,False,False,False
806242860592926720,Dave,False,False,False,False
805958939288408065,Penny,False,False,False,False
805932879469572096,Major,False,False,False,False
805826884734976000,Duke,False,False,False,False
805823200554876929,Reginald,False,False,False,True
805520635690676224,Zeke,False,False,False,False
805487436403003392,Sansa,False,False,False,False
805207613751304193,Shooter,False,False,False,False
804738756058218496,Django,False,False,False,False
804413760345620481,Rusty,False,False,False,False
804026241225523202,Bo,False,False,False,False
803773340896923648,Diogi,False,False,False,True
803638050916102144,,False,False,True,False
803380650405482500,Sonny,False,False,False,False
803321560782307329,Philbert,False,False,False,False
803276597545603072,Winston,False,False,False,False
802952499103731712,Marley,False,False,False,False
802600418706604034,Bailey,False,False,False,False
802572683846291456,Winnie,False,False,False,False
802323869084381190,Severus,False,False,False,False
802265048156610565,,True,False,True,False
802239329049477120,Loki,False,False,False,True
801958328846974976,Ronnie,False,False,False,False
801538201127157760,Wallace,False,False,False,False
801167903437357056,Milo,False,False,False,False
801127390143516673,Anakin,True,False,False,False
801115127852503040,Bones,False,False,True,False
800859414831898624,,True,False,False,False
800751577355128832,Mauve,False,False,False,False
800513324630806528,Chef,False,False,False,False
800459316964663297,,False,False,True,False
800443802682937345,Sampson,False,False,True,False
800388270626521089,Doc,False,True,False,False
800188575492947969,Bo,False,False,True,False
800141422401830912,Peaches,False,False,False,False
800018252395122689,,True,False,False,False
799774291445383169,Tucker,False,False,False,False
799757965289017345,Sobe,True,False,False,False
799422933579902976,Longfellow,False,False,False,False
799297110730567681,Jeffrey,False,False,False,False
799063482566066176,Mister,False,False,False,False
798933969379225600,Iroh,False,False,False,False
798925684722855936,Shadow,False,False,False,False
798705661114773508,Baloo,False,False,True,False
798697898615730177,Stubert,False,False,False,False
798686750113755136,Jack,False,False,False,False
798682547630837760,,False,False,True,False
798665375516884993,Lola,False,False,False,False
798644042770751489,Paull,False,False,False,False
798585098161549313,Timison,False,False,False,False
798340744599797760,Davey,False,False,False,False
798209839306514432,Cooper,False,False,False,False
797971864723324932,,False,False,True,False
797545162159308800,Cassie,False,False,False,False
797236660651966464,Pancake,False,False,False,False
796904159865868288,Tyrone,False,False,False,False
796865951799083009,Tyr,False,False,False,False
796759840936919040,Romeo,False,False,False,False
796563435802726400,,False,False,False,True
796484825502875648,,True,False,False,False
796387464403357696,Snicku,False,False,False,False
796177847564038144,Ruby,False,False,False,False
796149749086875649,Ruby,False,False,False,False
796080075804475393,Yogi,False,False,False,False
796031486298386433,Daisy,False,False,False,False
795464331001561088,,True,False,False,False
795400264262053889,Brody,False,False,False,False
795076730285391872,Bailey,False,False,False,False
794983741416415232,Rizzy,False,False,False,False
794926597468000259,Mack,False,False,False,False
794355576146903043,Butter,False,False,False,False
794332329137291264,Nimbus,False,False,False,False
794205286408003585,Laika,False,False,True,False
793962221541933056,Maximus,False,False,False,False
793845145112371200,Clark,False,False,False,False
793601777308463104,Dobby,False,False,False,False
793500921481273345,Fiona,False,False,False,False
793286476301799424,Moreton,False,False,False,False
793271401113350145,Dave,False,False,False,False
793241302385262592,Tucker,False,False,False,False
793226087023144960,Juno,False,False,False,False
793210959003287553,Maude,False,False,False,False
793195938047070209,Lily,False,False,False,True
793180763617361921,Newt,False,False,False,False
793165685325201412,Benji,False,False,False,False
793150605191548928,Nida,False,False,False,False
793120401413079041,Robin,False,False,False,False
792883833364439040,Bailey,False,False,False,False
792773781206999040,Monster,False,False,False,False
792394556390137856,BeBe,False,False,False,False
792050063153438720,Remus,False,False,False,False
791821351946420224,,False,False,True,False
791780927877898241,Maddie,False,False,False,False
791406955684368384,Levi,False,False,False,False
791312159183634433,Mabel,False,False,False,False
791026214425268224,Alfie,False,False,False,False
790987426131050500,Misty,False,False,False,False
790946055508652032,Betty,False,False,False,True
790723298204217344,Happy,False,False,False,False
790698755171364864,Mosby,False,False,False,False
790581949425475584,Duke,False,False,False,False
790337589677002753,Maggie,False,False,False,False
790277117346975746,Bruce,False,False,False,False
790227638568808452,Leela,False,False,False,False
789986466051088384,Happy,False,False,False,False
789960241177853952,Buddy,False,False,False,False
789903600034189313,Ralphy,False,False,True,False
789628658055020548,Eli,False,False,False,False
789599242079838210,Brownie,False,False,False,False
789530877013393408,Rizzy,False,False,False,False
789280767834746880,Meyer,False,False,False,False
789268448748703744,Stella,False,False,False,False
789137962068021249,Bo,False,False,False,False
788908386943430656,Lucy,False,False,False,False
788765914992902144,Butter,False,False,False,False
788552643979468800,,False,False,True,False
788412144018661376,Dexter,False,False,False,False
788150585577050112,Leo,False,False,False,False
788070120937619456,Bo,False,False,False,False
787810552592695296,Frank,False,False,False,False
787717603741622272,Tonks,False,False,False,True
787397959788929025,Moose,False,False,False,False
787322443945877504,Lincoln,False,False,False,False
787111942498508800,Carl,False,False,False,False
786963064373534720,Rory,False,False,False,False
786729988674449408,Oakley,False,False,False,False
786709082849828864,Logan,False,False,False,False
786595970293370880,Dale,False,False,False,False
786363235746385920,Rizzo,True,False,False,False
786286427768250368,Arnie,False,False,False,False
786233965241827333,Mattie,False,False,False,False
786051337297522688,,False,False,False,True
786036967502913536,Scout,False,False,False,False
785927819176054784,Lucy,False,False,False,False
785872687017132033,Rusty,False,False,False,False
785639753186217984,Pinot,True,False,False,False
785533386513321988,Dallas,False,False,False,False
785264754247995392,Doc,False,False,False,False
785170936622350336,Hero,False,False,False,False
784826020293709826,Rusty,False,False,False,False
784517518371221505,Frankie,False,False,False,False
784431430411685888,Stormy,False,False,False,False
784183165795655680,Reginald,False,False,False,True
784057939640352768,Balto,False,False,False,False
783839966405230592,Riley,False,False,False,False
783821107061198850,Mairi,False,False,False,False
783695101801398276,Loomis,False,False,False,False
783466772167098368,Finn,False,False,False,False
783391753726550016,Godi,False,False,False,False
783347506784731136,Kenny,False,False,False,False
783334639985389568,Dave,False,False,False,False
783085703974514689,Earl,False,False,False,False
782969140009107456,Cali,False,False,False,False
782747134529531904,Deacon,True,False,False,False
782722598790725632,Penny,False,False,False,False
782598640137187329,Timmy,False,False,False,False
782305867769217024,Sampson,True,False,False,False
782021823840026624,Harper,False,False,False,False
781955203444699136,Chipson,False,False,False,False
781655249211752448,Combo,True,False,False,False
781308096455073793,,True,False,True,False
781251288990355457,Oakley,False,False,False,False
780931614150983680,,False,False,False,True
780858289093574656,Dash,False,False,False,False
780800785462489090,Koda,False,False,False,False
780601303617732608,Hercules,False,False,False,False
780496263422808064,Bell,False,False,False,False
780459368902959104,Bear,False,False,False,False
780092040432480260,Hank,False,False,False,False
780074436359819264,,True,False,False,False
779834332596887552,Scout,False,False,False,False
779377524342161408,,False,False,True,False
779124354206535695,Hurley,False,False,False,False
779123168116150273,Reggie,False,False,False,False
778990705243029504,Jay,False,False,False,False
778748913645780993,Mya,False,False,False,False
778650543019483137,Strider,False,False,False,False
778624900596654080,Penny,False,False,False,False
778383385161035776,Nala,False,False,False,False
778286810187399168,Stanley,False,False,False,False
778039087836069888,,False,False,True,False
778027034220126208,Sophie,False,False,True,False
777953400541634568,Gerald,True,False,False,False
777885040357281792,Wesley,False,False,False,False
777641927919427584,Arnie,False,False,False,False
777621514455814149,Derek,False,False,False,False
777189768882946048,Jeffrey,False,False,False,False
776819012571455488,,False,False,True,False
776813020089548800,Solomon,False,False,False,False
776477788987613185,Huck,False,False,True,False
776218204058357768,,False,True,False,False
776201521193218049,O,False,False,False,False
776113305656188928,Sampson,False,False,True,False
775898661951791106,,True,False,True,False
775842724423557120,Blue,False,False,False,False
775733305207554048,Anakin,True,False,False,False
775364825476165632,Finley,True,False,False,False
775350846108426240,Maximus,False,False,False,False
775085132600442880,Tucker,False,False,False,False
774757898236878852,Finley,False,False,False,False
774639387460112384,Sprinkles,False,False,False,False
773985732834758656,Winnie,False,False,True,False
773922284943896577,Heinrich,False,False,False,False
773704687002451968,Loki,False,False,False,False
773670353721753600,Shakespeare,False,False,False,False
773547596996571136,Chelsea,False,False,True,False
773336787167145985,Fizz,False,False,False,False
773308824254029826,Bungalo,False,False,False,False
773247561583001600,Chip,False,False,False,False
773191612633579521,Grey,False,False,False,False
772826264096874500,Roosevelt,False,False,False,False
772615324260794368,Gromit,False,False,False,False
772193107915964416,Willem,False,False,True,False
772117678702071809,Jack,False,False,False,False
772114945936949249,Finn,False,False,False,False
772102971039580160,Penny,False,False,False,False
771908950375665664,,True,False,False,False
771770456517009408,Davey,False,False,False,False
771500966810099713,Dakota,False,False,False,False
771380798096281600,Fizz,False,False,False,False
771171053431250945,Frankie,False,False,False,False
771136648247640064,Dixie,False,False,False,False
771102124360998913,Charlie,False,False,False,False
771004394259247104,,False,False,True,False
770787852854652928,Winston,False,False,False,False
770772759874076672,Sebastian,False,False,False,False
770743923962707968,,True,False,False,False
770414278348247044,Al,False,False,False,False
770293558247038976,Jackson,False,False,False,False
770093767776997377,,True,False,True,False
770069151037685760,Carbon,False,False,False,False
769940425801170949,Klein,False,False,False,False
769695466921623552,Titan,False,False,False,False
769212283578875904,DonDon,False,False,False,False
768970937022709760,Kirby,False,False,False,False
768909767477751808,,False,False,True,False
768855141948723200,Jesse,False,False,False,False
768609597686943744,Lou,False,False,False,False
768596291618299904,Oakley,False,False,False,False
768554158521745409,Nollie,False,False,False,False
768473857036525572,Chevy,False,False,False,False
768193404517830656,Gerald,True,False,False,False
767884188863397888,Tito,False,False,False,False
767754930266464257,Philbert,False,False,False,False
767500508068192258,Louie,False,False,False,False
767191397493538821,,True,False,False,False
767122157629476866,Rupert,False,False,False,False
766793450729734144,Rufus,False,False,False,False
766693177336135680,Brudge,False,False,False,False
766423258543644672,Shadoe,False,False,False,False
766313316352462849,Oscar,False,False,False,False
766078092750233600,Colby,False,False,False,False
766069199026450432,Juno,False,False,False,False
766008592277377025,Angel,False,False,False,False
765719909049503744,Brat,False,False,False,False
765669560888528897,Tove,False,False,False,False
765371061932261376,Louie,False,False,True,False
765222098633691136,Gromit,False,False,False,False
764857477905154048,Aubie,False,False,False,False
764259802650378240,Kota,False,False,False,False
763956972077010945,,True,False,False,False
763837565564780549,Alfie,False,False,False,False
763183847194451968,Clark,False,False,False,False
763167063695355904,Eve,False,False,True,False
763103485927849985,Belle,False,False,False,False
762699858130116608,Leela,False,False,False,False
762471784394268675,Glenn,False,False,False,False
762464539388485633,Buddy,False,False,False,False
762316489655476224,Scout,False,False,False,False
761976711479193600,Shelby,False,False,False,False
761599872357261312,Sephie,False,False,False,False
761334018830917632,Bruce,False,False,False,False
761292947749015552,Bonaparte,False,False,False,False
761227390836215808,Albert,False,False,False,False
761004547850530816,Bo,False,False,False,False
760893934457552897,Wishes,True,False,False,False
760656994973933572,Rose,False,False,False,False
760641137271070720,Theo,False,False,False,False
760539183865880579,Atlas,False,False,False,False
760521673607086080,,True,False,False,False
760290219849637889,Rocco,False,False,False,False
760252756032651264,Fido,False,False,False,False
760190180481531904,Sadie,False,False,False,False
759943073749200896,,False,False,True,False
759846353224826880,Kirby,False,False,False,False
759793422261743616,Maggie,True,False,True,False
759557299618865152,Emma,False,False,False,False
759447681597108224,Oakley,False,False,False,False
759197388317847553,Luna,False,False,False,False
759099523532779520,Toby,False,False,False,False
759047813560868866,Spencer,False,False,False,False
758854675097526272,Lilli,False,False,False,False
758828659922702336,,True,False,False,False
758740312047005698,Boston,False,False,False,False
758474966123810816,Brandonald,False,False,False,False
758405701903519748,Odie,False,False,False,False
758355060040593408,Corey,False,False,False,False
757741869644341248,Leonard,False,False,False,False
757729163776290825,Chompsky,False,False,False,False
757725642876129280,Beckham,False,False,False,False
757611664640446465,Cooper,False,False,False,False
757597904299253760,,False,False,True,False
757393109802180609,,True,False,False,False
757354760399941633,Devón,False,False,False,False
756998049151549440,Oliver,False,False,False,False
